tier,review_score,grade,class_score,doc_id,page_id,date_guess,title,reason,doc_key,url
重点校订,131,A,90,551,942,1947/01/20 ~ 1947/01/20,俞济时呈蒋中正民主同盟二中全会开会经过情形及其基本政策组织经济宣传等议决结果等情报提要三则,组织直接命中：民主同盟；机关/情报：蒋中正、情报；年份：1947,drnh:002-080200-00541-016,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA4MDIwMC0wMDU0MS0wMTYiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,131,A,90,582,973,1947/02/11 ~ 1947/02/11,保密局中统局及孙元良汤恩伯张镇分电蒋中正上海奸伪办事处临时会议情形与民盟密谋今后出路及其内部意见纷歧等中共和各党派之动态,组织直接命中：民盟；机关/情报：蒋中正、保密局；年份：1947,drnh:002-080200-00314-042,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA4MDIwMC0wMDMxNC0wNDIiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,131,A,90,520,911,1947/02/16 ~ 1947/02/16,保密局呈蒋中正民主同盟对美军撤离中国及军事调处执行总部结束事之观察,组织直接命中：民主同盟；机关/情报：蒋中正、保密局；年份：1947,drnh:002-020400-00007-103,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTAyMDQwMC0wMDAwNy0xMDMiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,131,A,90,599,990,1947/03/19 ~ 1947/03/19,俞济时呈蒋中正中共动态汇报与各党派动态及民盟成员内部检讨而其一般盟员均不愿去解放区等情报提要等五则,组织直接命中：民盟；机关/情报：蒋中正、情报；年份：1947,drnh:002-080200-00538-009,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA4MDIwMC0wMDUzOC0wMDkiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,131,A,90,605,996,1947/04/09 ~ 1947/04/09,中统局等呈蒋中正民盟掩护奸党在沪活动及做参加政府试探等情报提要二则,组织直接命中：民盟；机关/情报：蒋中正、情报；年份：1947,drnh:002-080200-00541-035,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA4MDIwMC0wMDU0MS0wMzUiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,131,A,90,525,916,1947/04/11 ~ 1947/04/11,保密局呈蒋中正中共利用民主同盟拉拢各派供给经费组民主统一阵线,组织直接命中：民主同盟；机关/情报：蒋中正、保密局；年份：1947,drnh:002-020400-00011-011,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTAyMDQwMC0wMDAxMS0wMTEiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,131,A,90,523,914,1947/05/14 ~ 1947/05/14,张群呈蒋中正民主同盟张澜函请承认民主同盟之合法地位,组织直接命中：民主同盟；人物：张澜；机关/情报：蒋中正；年份：1947,drnh:002-020400-00010-049,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTAyMDQwMC0wMDAxMC0wNDkiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,131,A,90,586,977,1947/05/23 ~ 1947/05/23,军务局呈蒋中正民盟策动和平运动方案及增加职业界国代与立委停止本年行宪选举等五项参政会动态情报提要,组织直接命中：民盟；机关/情报：蒋中正、情报；年份：1947,drnh:002-080200-00536-026,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA4MDIwMC0wMDUzNi0wMjYiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,131,A,90,584,975,1947/06/02 ~ 1947/06/02,保密局呈蒋中正民盟在南京上海各校宣称原定之六二罢课游行因当局已有准备将改为六六实行,组织直接命中：民盟；机关/情报：蒋中正、保密局；年份：1947,drnh:002-080200-00317-004,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA4MDIwMC0wMDMxNy0wMDQiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,131,A,90,576,967,1947/07/25 ~ 1947/07/25,保密局呈蒋中正民盟召集各地负责人来沪商讨活动情形,组织直接命中：民盟；机关/情报：蒋中正、保密局；年份：1947,drnh:002-020400-00046-024,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTAyMDQwMC0wMDA0Ni0wMjQiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,131,A,90,577,968,1947/08/01 ~ 1947/08/01,保密局呈蒋中正民盟及反动团体向魏德迈使团活动情形续报,组织直接命中：民盟；机关/情报：蒋中正、保密局；年份：1947,drnh:002-020400-00046-036,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTAyMDQwMC0wMDA0Ni0wMzYiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,131,A,90,589,980,1947/09/17 ~ 1947/09/17,俞济时呈蒋中正民盟民社党青年党等各党派动态汇报等情报提要等十六则,组织直接命中：民盟；机关/情报：蒋中正、情报；年份：1947,drnh:002-080200-00537-026,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA4MDIwMC0wMDUzNy0wMjYiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,131,A,90,590,981,1947/10/07 ~ 1947/10/07,薛岳汇呈蒋中正各党派动态民盟决不参与党派登记及司徒雷登接受民盟致联合国大会备忘录与蔡廷锴有意与宋子文合作等情报提要等六则,组织直接命中：民盟；机关/情报：蒋中正、情报；年份：1947,drnh:002-080200-00537-044,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA4MDIwMC0wMDUzNy0wNDQiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,131,A,90,596,987,1947/12/08 ~ 1947/12/08,毛人凤呈蒋中正香港民盟分子对参加民主阵线意见纷歧及民盟分子仍与苏俄使馆联系等情报提要等三则,组织直接命中：民盟；机关/情报：蒋中正、情报；年份：1947,drnh:002-080200-00537-135,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA4MDIwMC0wMDUzNy0xMzUiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,131,A,90,597,988,1947/12/24 ~ 1947/12/24,毛人凤呈蒋中正派员赴沪接收美海军补交电讯器材请准留用及国防部测量局夏坚白参加民盟情形等情报提要等四则,组织直接命中：民盟；机关/情报：蒋中正、情报；年份：1947,drnh:002-080200-00537-151,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA4MDIwMC0wMDUzNy0xNTEiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,131,A,90,598,989,1947/12/24 ~ 1947/12/24,保密局呈蒋中正破获重庆民盟分子李荫枫等密谋叛乱案侦讯情形文电日报表,组织直接命中：民盟；机关/情报：蒋中正、保密局；年份：1947,drnh:002-080200-00537-152,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA4MDIwMC0wMDUzNy0xNTIiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,130,A,90,610,1001,1948/02/15 ~ 1948/02/15,保密局联秘处等电蒋中正可否解送奸匪任天石黄叔雷感训与台湾省潜伏日军情形及对民盟在香港活动防制办法等情报提要五则,组织直接命中：民盟；机关/情报：蒋中正、情报、保密局；年份：1948,drnh:002-080200-00549-005,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA4MDIwMC0wMDU0OS0wMDUiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,130,A,90,611,1002,1948/06/16 ~ 1948/06/16,毛人凤呈蒋中正查张澜致函沈钧儒等须积极标明民盟一贯政策与坚守独立立场以消除国内外猜疑误解等情,组织直接命中：民盟；人物：张澜、沈钧儒；机关/情报：蒋中正；年份：1948,drnh:002-080200-00549-082,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA4MDIwMC0wMDU0OS0wODIiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,130,A,90,607,998,1948/08/06 ~ 1948/08/06,中讯局及保密局呈蒋中正民社党拟请政府任命蒋匀田为皖省主席及民盟中委曾昭伦对民盟前途表示悲观等各党派动态情报提要二则,组织直接命中：民盟；机关/情报：蒋中正、情报、保密局；年份：1948,drnh:002-080200-00547-032,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA4MDIwMC0wMDU0Ny0wMzIiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,129,A,90,631,1022,1946/05/31 ~ 1946/05/31,赵联群电秦振中张静生等奸伪藉武力攻城并阻挠国军接收东北破坏协定并在各地活动应予严密监视取缔及民盟受其利用已成帮凶应设法打击希密饬所属遵照,组织直接命中：民盟；事件：取缔；年份：1946,drnh:002-090300-00023-165,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA5MDMwMC0wMDAyMy0xNjUiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,129,A,90,627,1018,1946/07/05 ~ 1946/07/05,高明远电赵联群中共与民盟在山西我区组民生运用书店售左倾书籍已遵令查禁惟共军利用停战集中兵力对我防御薄弱城市进攻近拟围攻大同我正积极防御,组织直接命中：民盟；事件：停战；年份：1946,drnh:002-090300-00020-364,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA5MDMwMC0wMDAyMC0zNjQiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,517,908,1945/08/31 ~ 1945/08/31,钱大钧等呈蒋中正据报毛泽东派徐冰向民主同盟方面转达来渝动机与态度,组织直接命中：民主同盟；机关/情报：蒋中正；年份：1945,drnh:002-020400-00003-067,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTAyMDQwMC0wMDAwMy0wNjciLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,564,955,1946/01/19 ~ 1946/01/19,蒋中正函张群谓潘文华来晤诸事洽妥民主同盟最近之态度似已与共产党沆瀣一气请与李璜就近商谈如彼青年党果与共党取一致行动则政府将毫不容情等,组织直接命中：民主同盟；机关/情报：蒋中正；年份：1946,drnh:002-110400-00001-003,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTExMDQwMC0wMDAwMS0wMDMiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,560,951,1946/01/22 ~ 1946/01/22,顾祝同电蒋中正苏中鲁南共军动态伪第三师钟剑魂部改编为民主同盟第一军由淮安方面窜抵仪征六合间横杆店等地又共军张爱萍部四万七千余积极活动企图不明等情,组织直接命中：民主同盟；机关/情报：蒋中正；年份：1946,drnh:002-090300-00148-030,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA5MDMwMC0wMDE0OC0wMzAiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,531,922,1946/02/15 ~ 1946/02/15,李承晚电蒋中正请以本人名义存入美元及霍奇已承认韩国民主同盟,组织直接命中：民主同盟；机关/情报：蒋中正；年份：1946,drnh:002-020400-00034-088,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTAyMDQwMC0wMDAzNC0wODgiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,616,1007,1946/04/08 ~ 1946/04/08,张发奎电蒋中正据报奸党分子司马文森为自由世界等四杂志被查封招待新闻界宣称此四杂志将联合设立门市部以对抗禁卖查此措施乃由共产党与民盟从中支持等,组织直接命中：民盟；机关/情报：蒋中正；年份：1946,drnh:002-090300-00016-212,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA5MDMwMC0wMDAxNi0yMTIiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,544,935,1946/04/17 ~ 1946/04/17,蒋中正电马超俊为青年党民主同盟及共产党准备房屋各一幢,组织直接命中：民主同盟；机关/情报：蒋中正；年份：1946,drnh:002-070200-00023-027,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA3MDIwMC0wMDAyMy0wMjciLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,547,938,1946/04/17 ~ 1946/04/17,蒋中正电马超俊为青年党民主同盟及共产党各准备房屋一幢,组织直接命中：民主同盟；机关/情报：蒋中正；年份：1946,drnh:002-080200-00306-050,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA4MDIwMC0wMDMwNi0wNTAiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,552,943,1946/05/22 ~ 1946/05/22,蒋中正电刘泛长另电黄旭初切实查办详报南宁三青团干事长曾毅参加民主同盟并利用青年诱惑青年一事,组织直接命中：民主同盟；机关/情报：蒋中正；年份：1946,drnh:002-080200-00552-157,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA4MDIwMC0wMDU1Mi0xNTciLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,554,945,1946/05/22 ~ 1946/05/22,蒋中正手令袁守谦请针对共军及共党占领区人民散发传单鼓励归顺中央及办理情形及手令刘健群等查报南宁三青团干事长曾毅参与民主同盟情形,组织直接命中：民主同盟；机关/情报：蒋中正；年份：1946,drnh:002-080200-00554-127,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA4MDIwMC0wMDU1NC0xMjciLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,624,1015,1946/07/20 ~ 1946/07/20,张发奎电蒋中正白崇禧陈诚据报共军曾生北撤前与蔡廷锴密谋若和平破裂绝不放弃广东并与民盟建立联合军及蔡已派员收买失业军人流匪等已饬所属严密防范,组织直接命中：民盟；机关/情报：蒋中正；年份：1946,drnh:002-090300-00019-064,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA5MDMwMC0wMDAxOS0wNjQiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,499,890,1946/07/22 ~ 1946/07/22,四川省参议会议长向传义等电国民政府为山东省参议会电以中国民主同盟主席张澜等致电美国反对对华任何贷款请予以驳斥并转电美国说明真像,组织直接命中：中国民主同盟、民主同盟；人物：张澜；年份：1946,drnh:001-050060-00007-003,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAxLTA1MDA2MC0wMDAwNy0wMDMiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,500,891,1946/08/02 ~ 1946/08/02,国民政府文官处函四川省参议会关于山东省参议会电以中国民主同盟主席张澜等致电美国反对对华任何贷款请予以驳斥并转电美国说明真像一案业奉主席阅悉,组织直接命中：中国民主同盟、民主同盟；人物：张澜；年份：1946,drnh:001-050060-00007-004,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAxLTA1MDA2MC0wMDAwNy0wMDQiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,498,889,1946/08/03 ~ 1946/08/03,国民政府文官处函青海省参议会关于电请对中国民主同盟主席张澜等荒谬言论予以纠正并转电美国说明真象以正是非一案业奉主席阅悉,组织直接命中：中国民主同盟、民主同盟；人物：张澜；年份：1946,drnh:001-050060-00007-002,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAxLTA1MDA2MC0wMDAwNy0wMDIiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,501,892,1946/08/07 ~ 1946/08/07,浙江省临时参议会议长朱献文等电国民政府为中国民主同盟主席张澜等致电美国民主党议员反对盟邦对华增进友谊之所为祈赐纠正,组织直接命中：中国民主同盟、民主同盟；人物：张澜；年份：1946,drnh:001-050060-00007-005,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAxLTA1MDA2MC0wMDAwNy0wMDUiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,502,893,1946/08/21 ~ 1946/08/21,国民政府文官处函浙江省临时参议会关于贵会电为中国民主同盟主席张澜等致电美国民主党议员反对盟邦对华增进友谊之所为祈赐纠正一案已奉主席阅悉,组织直接命中：中国民主同盟、民主同盟；人物：张澜；年份：1946,drnh:001-050060-00007-006,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAxLTA1MDA2MC0wMDAwNy0wMDYiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,629,1020,1946/10/24 ~ 1946/10/24,皮宗敢电周宏涛转蒋中正闻中共与第三方面商谈政治方面中共民盟必争取府委十四席等七点及军事方面军队驻地与地方政权问题之解决等三点,组织直接命中：民盟；机关/情报：蒋中正；年份：1946,drnh:002-090300-00023-105,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA5MDMwMC0wMDAyMy0xMDUiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,632,1023,1946/10/24 ~ 1946/10/24,皮宗敢电周宏涛转蒋中正据傅泾波告生第三方面向彼称中共与第三方面商谈内容为中共民盟争取府委十四席与国大增额等七项及军队驻地与地方政权问题解决等三项,组织直接命中：民盟；机关/情报：蒋中正；年份：1946,drnh:002-090300-00023-218,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA5MDMwMC0wMDAyMy0yMTgiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,557,948,1946/10/25 ~ 1946/10/25,杜聿明电蒋中正白崇禧等辽北方面共军民主同盟第一军一部三千余由敦化窜至拉法海又热河方面大寨拉道口由赤峰北四十公里下桥头附近窜来共军骑兵八百余等情,组织直接命中：民主同盟；机关/情报：蒋中正；年份：1946,drnh:002-090300-00146-031,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA5MDMwMC0wMDE0Ni0wMzEiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,628,1019,1946/10/25 ~ 1946/10/25,吴鼎昌电蒋中正昨孙科面告依据钧座声明八项经非正式商谈国共民盟委员名额及共党提交国大名单事无异惟华北华中国共军暂驻地等由改组之国委会解决等,组织直接命中：民盟；机关/情报：蒋中正；年份：1946,drnh:002-090300-00023-104,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA5MDMwMC0wMDAyMy0xMDQiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,558,949,1946/10/28 ~ 1946/10/28,杜聿明电蒋中正我五十二军占领安东击溃匪民主同盟第一军主力独立师第十旅第十二旅第十八旅第三十五旅炮兵旅保安三个团及地方支队等六万余人俘获军品甚多,组织直接命中：民主同盟；机关/情报：蒋中正；年份：1946,drnh:002-090300-00146-064,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA5MDMwMC0wMDE0Ni0wNjQiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,519,910,1946/10/31 ~ 1946/10/31,陈布雷呈蒋中正与民主同盟青年党及无党派代表会谈大略,组织直接命中：民主同盟；机关/情报：蒋中正；年份：1946,drnh:002-020400-00007-074,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTAyMDQwMC0wMDAwNy0wNzQiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,559,950,1946/11/04 ~ 1946/11/04,杜聿明电蒋中正白崇禧等玺部之一部在宽甸击溃匪民主同盟第一军第四军分区及韩匪共约五千余人刻扫荡附近残匪加强工事中等情,组织直接命中：民主同盟；机关/情报：蒋中正；年份：1946,drnh:002-090300-00146-176,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA5MDMwMC0wMDE0Ni0xNzYiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,536,927,1946/11/05 ~ 1946/11/05,蒋中正接见傅泾波听其报告共党与民主同盟最近之态度并接见吴铁城邵力子等听取彼等报告与各党派商谈情形并表示政府深望与共方恢复商谈惟应以何方式进行须加考虑等，行政…,组织直接命中：民主同盟；机关/情报：蒋中正；年份：1946,drnh:002-060100-00218-005,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA2MDEwMC0wMDIxOC0wMDUiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,603,994,1947/01/19 ~ 1947/01/19,俞济时呈蒋中正上海中共及民盟机关团体调查表,组织直接命中：民盟；机关/情报：蒋中正；年份：1947,drnh:002-080200-00541-009,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTA4MDIwMC0wMDU0MS0wMDkiLCJhdHRyIjoiKyJ9XX0%3D
重点校订,128,A,90,522,913,1947/02/24 ~ 1947/02/24,王世杰电蒋中正胡适谓中共民主同盟现方集中对彼攻击,组织直接命中：民主同盟；机关/情报：蒋中正；年份：1947,drnh:002-020400-00010-034,https://ahonline.drnh.gov.tw/index.php?act=Archive/search/eyJxdWVyeSI6W3siZmllbGQiOiJzdG9yZV9ubyIsInZhbHVlIjoiMDAyLTAyMDQwMC0wMDAxMC0wMzQiLCJhdHRyIjoiKyJ9XX0%3D
