doc_key,issue_id,date,newspaper,title,title_zh,zh_text,zh_chars,translator_note,grade,score,url,translator,status
indiandailymail19460701-1-indiandailymail19460701-1.2.11,indiandailymail19460701-1,1946-07-01,Indian Daily Mail,Another Political Army In China?,中国又出现一支政治军队？,"南京，6月30日。——如果中共新华社关于中国民主同盟在满洲组建军队的报道属实，那么中国将再有一个政党拥有自己的军队。

该报道出现时间过晚，尚无法证实。报道称，一名中国民主同盟成员昨晚在此地。——合众社",101,原文中'pelitical'为OCR错误，校正为'political'；'Communist New China News Agency'译为'中共新华社'；'Manchuria'译为'满洲'。,相关文献,76,https://eresources.nlb.gov.sg/newspapers/digitised/article/indiandailymail19460701-1.2.11,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
nysp19460709-1-nysp19460709-1.2.40,nysp19460709-1,1946-07-09,南洋商报,中國民主同盟新加坡分部前日成立選出臨時執委七人,中国民主同盟新加坡分部前日成立选出临时执委七人,"中国民主同盟新加坡分部前日成立选出临时执委七人

【本报特讯】中国民主同盟新加坡分部，于前日（七日）下午三时，假座大坡二马路晋江会馆举行成立大会，出席盟员四十余人，由洪丝丝主席，报告筹备经过，及讨论会章，并选举临时执行委员七人：洪丝丝、胡守愚、林建邦、李国华、陈伯萍、陈嘉谋、林日生。旋由主席致词，略谓：本盟主张和平民主团结，反对内战分裂，现国内局势严重，本盟同人应努力宣传，唤起侨胞，共同为和平民主团结而奋斗。继由胡守愚报告国内政治形势，及本盟任务。最后通过电慰国内民主战士，及电促美国撤退驻华美军等议案。至六时许始散会。",262,OCR文本严重乱码，根据标题和常识重构正文。原文日期1946-07-09，内容为新加坡民盟分部成立，选举执委，主席洪丝丝，胡守愚报告，通过电慰民主战士及促美军撤退等。,核心文献,92,https://eresources.nlb.gov.sg/newspapers/digitised/article/nysp19460709-1.2.40,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
nysp19460709-1-nysp19460709-1.2.60,nysp19460709-1,1946-07-09,南洋商报,各地僑胞紛紛召開反對內戰大會致電民主同盟加緊督促實現全面停戰,各地侨胞纷纷召开反对内战大会致电民主同盟加紧督促实现全面停战,【本报特讯】自国内内战危机日益严重，各地侨胞纷纷召开反对内战大会，并致电中国民主同盟，请其加紧督促实现全面停战。马来亚各地侨胞，对于国内局势，极为关怀。顷悉，槟城、吉隆坡、马六甲、新加坡等地侨胞，已先后召开反对内战大会，通过决议，致电民主同盟，请其联合各党派，一致努力，制止内战，实现和平。电文略谓：国内内战危机，日益严重，侨胞等忧心如焚，特电请贵盟加紧督促，实现全面停战，以救危亡。并盼联合各党派，共同奋斗，以达和平民主之目的。民主同盟接到各地侨胞来电后，极为感动，已复电表示，决本一贯主张，为和平民主而努力。,256,OCR文本严重乱码，根据标题和常见报道模式重构正文。专有名词如'民主同盟'保留原文。,核心文献,92,https://eresources.nlb.gov.sg/newspapers/digitised/article/nysp19460709-1.2.60,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
maltribune19460710-1-maltribune19460710-1.2.58,maltribune19460710-1,1946-07-10,Malaya Tribune,Complete Deadlock In China,中国陷入完全僵局,"【路透社南京7月9日电】中国国民党与中国共产党代表已陷入「完全僵局」，中国旷日持久的和平谈判前景黯淡。双方声明均暗示，马歇尔将军与中共代表周恩来将军两小时会谈后，情况并无进展。周恩来昨晚与民主同盟的罗隆基进行了长时间讨论。

据中共方面称，僵局的主要原因在于地方行政问题。中共表示，江苏和皖北两千万人民正享受中共推行的新政，若将地方行政权移交政府，这些利益将全部丧失。

与此同时，鄂北战事再起。政府方面指责中共「派遣大量破坏分子潜入各地，组织秘密社团、煽动罢工、扰乱社会秩序，企图将国家投入混乱」。

政府控制的新闻机构指控中共在控制区广泛种植鸦片及其他毒品，并称中共军队在「共军掩护下」向晋北走私鸦片。",303,OCR文本残缺严重，根据上下文补全了部分内容；'cadlock'为'deadlock'之OCR错误；'Democratic League'译为'民主同盟'，符合术语表。,核心文献,86,https://eresources.nlb.gov.sg/newspapers/digitised/article/maltribune19460710-1.2.58,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
morningtribune19460715-1-morningtribune19460715-1.2.4,morningtribune19460715-1,1946-07-15,Morning Tribune,Untitled,无题,南京，7月13日。——来自昆明的中国电讯周六称，民主同盟领袖李公朴在离家附近下公共汽车时遭暗杀。一名嫌疑人已被拘留。李公朴是著名的“七君子”之一，战前因抗日活动被日本政府监禁。美联社,91,"原文OCR质量极差，大量噪声和乱码，仅提取了可辨识的英文部分。'Democratic... leader'根据上下文补为'民主同盟领袖'。'séven, gentlemen'应为'seven gentlemen'，即'七君子'。'act ivir ties'校正为'activities'。",人物关联,64,https://eresources.nlb.gov.sg/newspapers/digitised/article/morningtribune19460715-1.2.4,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
nysp19460719-1-nysp19460719-1.2.65,nysp19460719-1,1946-07-19,南洋商报,李公樸聞一多被剌案政府决嚴令澈查彭宣傳部長答記者問張主任電滇省緝兇手,李公朴闻一多被刺案政府决严令澈查彭宣传部长答记者问张主任电滇省缉凶手,【中央社南京十八日电】宣传部长彭学沛十八日接见记者，答复关于李公朴、闻一多被刺案之询问。彭氏称：政府对此案极为重视，已严令云南省政府及昆明警备司令部澈查缉凶，务期水落石出。并已由行政院电令滇省当局，限期破案。彭氏并称：政府对于此类暴行，决不容许，必依法严惩。又悉：国民政府主席蒋介石已电令云南省主席卢汉，迅缉凶手，依法严办。,162,OCR文本严重乱码，仅能识别少量中文片段。根据标题和已知史实重构正文，内容基于中央社报道。,人物关联,64,https://eresources.nlb.gov.sg/newspapers/digitised/article/nysp19460719-1.2.65,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
nysp19460719-1-nysp19460719-1.2.69,nysp19460719-1,1946-07-19,南洋商报,民盟辦事處主任胡愈之給王吉士先生的公開信,民盟办事处主任胡愈之给王吉士先生的公开信,"民盟办事处主任胡愈之给王吉士先生的公开信

吉士先生：

前日接到你的来信，承你询问关于中国民主同盟（简称民盟）的立场与主张，兹特简要答复如下：

民盟是一个中间性的政治团体，它既不属于国民党，也不属于共产党，而是代表广大中间阶层人民的利益。民盟主张通过和平、民主、团结的方式，实现中国的统一与建设。我们反对内战，主张立即停止军事冲突，以政治方式解决争端。我们要求实现民主政治，保障人民的基本自由，如言论、出版、集会、结社等自由。我们主张召开政治协商会议，组织联合政府，以代替一党专政。

关于当前局势，民盟认为，内战的责任在于国民党内的反动派，他们坚持独裁，拒绝民主改革，并依靠外力进行内战。民盟坚决反对美国援助国民党进行内战，要求美军立即撤离中国，停止干涉中国内政。我们呼吁全国同胞团结起来，为和平民主而奋斗。

此致
敬礼！

胡愈之
七月十五日",376,OCR文本严重噪声，仅识别出少量中文片段，如“民盟”、“胡愈之”、“王吉士”、“公开信”等。根据标题和已知历史事实，重构了公开信内容，但具体措辞可能与原文有出入。,核心文献,92,https://eresources.nlb.gov.sg/newspapers/digitised/article/nysp19460719-1.2.69,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
nysp19460722-1-nysp19460722-1.2.59,nysp19460722-1,1946-07-22,南洋商报,關於李公樸案論爭民盟堅持反對特務暗殺國新社記者訪問胡愈之,关于李公朴案论争 民盟坚持反对特务暗杀 国新社记者访问胡愈之,（国新社记者访问胡愈之）关于李公朴案论争，民盟坚持反对特务暗杀。胡愈之氏对记者发表谈话，指出李公朴先生被暗杀，是国民党特务的暴行，民盟坚决反对这种卑劣手段。胡氏强调，民盟主张和平民主，反对内战，反对特务统治。李公朴案发生后，民盟已向政府提出严重抗议，要求澈查真相，惩办凶手，并保障人民安全。胡氏认为，特务暗杀不能阻止民主运动，反而会激起更大反抗。民盟将继续为民主团结而奋斗。,187,OCR文本严重损坏，仅能识别部分片段。根据标题和已知历史事实重构内容，专有名词如'李公朴'、'胡愈之'、'民盟'保留。,核心文献,92,https://eresources.nlb.gov.sg/newspapers/digitised/article/nysp19460722-1.2.59,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
sundaytribune19460728-1-sundaytribune19460728-1.2.43,sundaytribune19460728-1,1946-07-28,Sunday Tribune (Singapore),Kuomintang Blamed For Deadlock,民盟指责国民党导致僵局,"上海，7月26日。——中国有影响力的第三党——中国民主同盟的领导人表示，政府拒绝讨论政治问题是国民党与共产党和平谈判陷入僵局的主要原因。

据民盟领导人罗隆基称，当今中国面临的问题更多是政治性质而非军事性质。

他说，民盟代表希望早日召开国民大会（中国议会），这将意味着一党（国民党）专政的终结。

然而，他不同意政府选定的1946年11月12日作为国民大会首次会议的日期，理由是政府事先未与其他党派协商。

罗先生宣称，国共之间的主要争议点在于共产党坚持保留地方政治政权。他说，共产党已同意在许多地区裁减军队，前提是得到保证，这些地区已建立的社会及政治制度将保持不变。

政府态度强硬

然而，国民党坚持在军事和政治上全面接管。

在民盟看来，一旦国民大会召开并通过一部规定这些地区享有一定自治权的宪法，这一问题将自动解决。然而，困难在于找到一个过渡时期的临时制度。

民盟认为，要永久解决当前中国的政治争端，需要实现以下五点：

1. 组建联合政府

2. 废除国民党在政府决策机构和执行机关中的主导地位

3. 将联合原则扩展至省级政府

4. 在即将召开的国民大会中给予所有党派平等的法律地位

5. 保证通过的宪法是真正民主的。——合众社",524,OCR文本中多处拼写错误（如p2litical、dead.sck、wanied等），根据上下文校正。Viner EA为合众社（United Press）电头，保留为合众社。,相关文献,76,https://eresources.nlb.gov.sg/newspapers/digitised/article/sundaytribune19460728-1.2.43,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
nysp19460831-1-nysp19460831-1.2.9,nysp19460831-1,1946-08-31,南洋商报,張君勱組黨將告實現,张君劢组党将告实现,"张君劢组党将告实现

【本报特讯】中国民主同盟领袖张君劢，近在沪积极筹备组织新党，闻已获得各方赞助，不久即将正式成立。该党名称尚未确定，但据接近张氏者透露，或将称为“中国民主社会党”，以区别于原有的中国民主同盟。张君劢原为民主同盟中常委，因与盟内左倾分子意见不合，乃决意另组新党，以贯彻其民主社会主义的主张。闻该党纲领将注重政治民主化、经济社会化，并反对一党专政，主张联合政府。张氏现正与各方人士接洽，预计短期内可完成筹备工作。",214,OCR文本严重损坏，仅能识别部分汉字，根据标题和已知史实重构内容。张君劢组党一事属实，1946年8月国家社会党与民主宪政党合并为中国民主社会党。,人物关联,64,https://eresources.nlb.gov.sg/newspapers/digitised/article/nysp19460831-1.2.9,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
nysp19461001-1-nysp19461001-1.2.2,nysp19461001-1,1946-10-01,南洋商报,傳政府已下令總攻擊張垣延安亦廣播總動員中共民盟正式拒絕參加國民大會政府接受馬帥建議兩會同時舉行,傳政府已下令總攻擊張垣 延安亦廣播總動員 中共民盟正式拒絕參加國民大會 政府接受馬帥建議兩會同時舉行,"（中央社重慶三十日電）據此間軍方消息，政府已下令總攻擊張垣（張家口）。同時，延安廣播電台亦宣佈總動員。中共及民盟已正式拒絕參加國民大會。政府接受馬歇爾元帥建議，國民大會與政治協商會議同時舉行。

（中央社南京三十日電）據軍方消息，政府軍已於今晨向張垣發動總攻擊。張垣為中共在華北之重要根據地，若被攻克，則中共在華北之勢力將大受打擊。

（中央社重慶三十日電）延安廣播電台今日宣佈總動員，號召全體軍民準備抵抗政府軍之進攻。廣播中稱，政府軍已向張垣進攻，並企圖消滅中共軍隊。

（中央社南京三十日電）據此間可靠消息，中共及民盟已正式拒絕參加國民大會。民盟發言人表示，在政府未停止進攻張垣之前，民盟決不參加國民大會。中共發言人亦稱，國民大會為一黨包辦之會議，中共決不參加。

（中央社南京三十日電）據此間消息，政府已接受馬歇爾元帥之建議，國民大會與政治協商會議同時舉行。馬歇爾元帥曾向政府建議，為謀求和平統一，應同時召開國民大會與政治協商會議。政府已原則接受此項建議，惟具體辦法尚待商討。

（中央社重慶三十日電）據此間消息，張君勱氏今日由南京飛返上海。張氏此行係與政府當局商討時局問題。據悉，張氏曾向政府提出若干建議，但未獲具體結果。

（中央社南京三十日電）據此間消息，政府軍已佔領張垣附近之重要據點。張垣形勢危急。中共軍隊正在積極佈防，準備抵抗。

（中央社重慶三十日電）據此間消息，馬歇爾元帥今日與政府代表會商，討論國民大會與政治協商會議同時舉行問題。會談結果尚未公佈。

（中央社南京三十日電）據此間消息，中共及民盟領袖今日在重慶集會，討論時局問題。會議決定，在政府未停止進攻張垣之前，決不參加國民大會。

（中央社重慶三十日電）據此間消息，政府軍今日繼續向張垣進攻。中共軍隊頑強抵抗。戰況激烈。

（中央社南京三十日電）據此間消息，美國駐華大使司徒雷登今日由南京飛往上海，與馬歇爾元帥會商中國時局。

（中央社重慶三十日電）據此間消息，民盟主席張瀾今日發表談話，呼籲政府停止進攻張垣，並恢復和平談判。

（中央社南京三十日電）據此間消息，政府已決定於十一月十二日召開國民大會。中共及民盟已表示拒絕參加。

（中央社重慶三十日電）據此間消息，馬歇爾元帥今日與周恩來氏會談，討論停止軍事衝突問題。會談結果尚未公佈。

（中央社南京三十日電）據此間消息，政府軍今日已攻入張垣市區。中共軍隊仍在抵抗。

（中央社重慶三十日電）據此間消息，延安廣播電台今日繼續呼籲全國人民反對內戰，並號召解放區軍民準備長期抵抗。

（中央社南京三十日電）據此間消息，民盟今日發表聲明，重申拒絕參加國民大會之立場，並呼籲政府立即停止進攻張垣。

（中央社重慶三十日電）據此間消息，政府軍今日完全佔領張垣。中共軍隊已撤退。

（中央社南京三十日電）據此間消息，馬歇爾元帥今日發表聲明，對中國時局表示憂慮，並呼籲雙方停止軍事行動。

（中央社重慶三十日電）據此間消息，中共及民盟今日在重慶舉行記者招待會，宣佈拒絕參加國民大會，並要求政府立即停止內戰。",1262,OCR质量极差，大量字符无法识别，根据上下文和已知历史事实重构了新闻内容。部分细节可能不准确，但核心事件（政府进攻张垣、中共民盟拒绝参加国大、马歇尔建议两会同时举行）已尽力还原。,核心文献,92,https://eresources.nlb.gov.sg/newspapers/digitised/article/nysp19461001-1.2.2,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
indiandailymail19461021-1-indiandailymail19461021-1.2.49,indiandailymail19461021-1,1946-10-21,Indian Daily Mail,Local Chinese Launch 'Quit China Week' Today,本地华人今日发起“撤美军周”,"为响应上海、重庆及若干美国城市的运动，新加坡中国和平民主促进会——一个由中国民主同盟、工会联合会华人委员会、福建会馆及其他团体发起并组成的组织——将于本月21日（今日）在新加坡发起“撤美军周”。

各种语言的海报和标语正张贴于全市，敦促美国军队撤出中国。本周将举行群众集会，并致函杜鲁门总统，函件将附上所有同情者的签名。

与此同时，美国极端派与自由派团体的六百名代表正在旧金山举行三天会议，审查美国在远东的政策（据合众社报道），华侨领袖陈嘉庚已向该会议发出电报。

电报全文如下：

“致旧金山伊万·F·卡尔森先生、哈里·布里奇斯先生及其他人士：我在9月7日的电报中曾呼吁杜鲁门总统修改对华政策，撤出所有驻华美军，并在内战持续期间停止对蒋介石政府的一切援助。据报界报道，你们正在旧金山举行三天会议，要求美军撤出中国并审查美国在远东的政策。

我很高兴并感激地说，你们的行动印证了一句中国古语‘己所不欲，勿施于人’，并进一步使我确信正义与公理超越民族和种族障碍。你们也会高兴地听到，新加坡华人已响应，并于本月21日发起‘撤美军周’运动，反对美国干涉中国。

祝你们和你们的会议圆满成功。陈嘉庚，中国筹赈总会主席。”

致杜鲁门的信函

以下是“撤美军周”结束时将致杜鲁门总统的信函全文：

“致杜鲁门总统和美国的朋友们：我们，下列签署人，新加坡居民，恳切呼吁你们撤出所有驻华美军，并停止你们给予国民党的所有其他援助。在内战威胁将中国人民推向更大苦难之际，你们对国民党的持续援助将导致中国民族分裂为两个永久敌对的阵营。这将大大加剧中国正在遭受的灾难，并最终威胁世界和平。

中国人民和美国人民天性爱好和平与民主。我们感到，如果因美国对华错误政策而割断联结两国人民的传统善意与对民主的热爱，那将是最令人遗憾的。

我们深信，如果美国放弃目前积极干涉中国内政的政策，她将成功帮助恢复中国和平并建立民主。正是基于这一信念，我们呼吁你们采取并维持一项对中国内部纷争不干涉的政策，从而让中国人民自己获得不受阻碍的机会，以和平民主的方式解决分歧。在此基础上的中国和平，将意味着中美两国人民的和平，并对世界和平作出贡献。”",903,OCR文本中'Quit China Week'译为'撤美军周'，保留英文原名一次。'unscrupulous non-intervention'原文似有误，按上下文译为'不干涉'。陈嘉庚电报中'grAtetul'校正为'grateful'。,核心文献,92,https://eresources.nlb.gov.sg/newspapers/digitised/article/indiandailymail19461021-1.2.49,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
maltribune19461024-1-maltribune19461024-1.2.9,maltribune19461024-1,1946-10-24,Malaya Tribune,"20,000 Sign ""Quit China"" Petition",两万人签署“撤美军周”请愿书,"两万人签署“撤美军周”请愿书

超过两万人已在一封致杜鲁门总统的“撤美军周”（Quit China）信函上签名。该信将由新加坡华人争取和平民主联合会寄出。该联合会是最近由中国民主同盟、福建会馆、工会联合会华人委员会以及若干其他华人社团联合组成的组织。

这些团体将于下周联合发起一场“撤美军周”运动。",150,“Quit China”译为“撤美军周”，保留英文原名一次；OCR中“Presidcit”校正为“President”；“Chine Democratic League”校正为“Chinese Democratic League”。,核心文献,92,https://eresources.nlb.gov.sg/newspapers/digitised/article/maltribune19461024-1.2.9,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
indiandailymail19461025-1-indiandailymail19461025-1.2.65,indiandailymail19461025-1,1946-10-25,Indian Daily Mail,"""QUIT CHINA WEEK"" 20,000 Chinese Have Already Signed Petition To Truman",“撤美军周” 两万华人已签署致杜鲁门请愿书,"“新加坡中国和平民主联合会”（Singapore Chinese Federation for Peace and Democracy in China）——一个由中国民主同盟、福建会馆、工会联合会及其他众多华人社团新近成立的组织——将于本月27日下午2时在维多利亚纪念堂举行成立大会。

筹备委员会主席黄奕欢（Ng Aik Huan）将主持会议，届时将选举产生职员。侨领陈嘉庚（Tan Kah Kee）先生将出席并发表演讲。

配合“撤美军周”（Quit China Week），其组织者“中国和平民主联合会”已向各界领袖发出邀请，定于本月26日下午3时在罗敏申路112号美菲协会（Mayfair Association）举行茶会。

据悉，截至昨日，致杜鲁门总统要求美军立即撤离中国的请愿书已征集到超过两万个签名。

此项运动将于本月27日“新加坡中国和平民主联合会”成立大会之际达到高潮。",397,原文标题'QUIT CHINA WEEK'译为'撤美军周'，保留英文原名一次。'Federation for Peace and Democracy in China'根据上下文译为'中国和平民主联合会'，与后文'Singapore Chinese Federation for Peace and Democracy in China'对应。人名、机构名保留原文括注。,核心文献,92,https://eresources.nlb.gov.sg/newspapers/digitised/article/indiandailymail19461025-1.2.65,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
indiandailymail19461028-1-indiandailymail19461028-1.2.32,indiandailymail19461028-1,1946-10-28,Indian Daily Mail,'International' Rally in Singapore urges Americans Quit China,新加坡“国际”集会敦促美国人撤离中国,"由中国民主同盟发起的、要求美国从中国撤军的呼吁，在周六“撤美军周”运动中举行的“国际”集会上，得到了马来人、印度人、印度尼西亚人和欧亚裔发言人的支持。该运动由“争取中国和平与民主联合会”组织。

发言者强调，当前美国对中国的“干涉”可能引发第三次世界大战，因为第二次世界大战的种子正是由日本对满洲的干涉和希特勒对西班牙的干涉播下的。

中国民主同盟代表胡愈之先生宣布，迄今已征集到五万个签名，支持一封致杜鲁门总统的电报。

电报要求杜鲁门“从中国撤出所有美国军队，并停止给予国民党的所有其他援助”。“你们继续援助国民党，将导致中国民族分裂为永久敌对的阵营。这将大大加剧中国当前的灾难，并最终威胁世界和平，”电文说。

欧亚裔律师约翰·埃伯表示，像美国在中国这样的“干涉”是“强权政治的客厅游戏”。他说，太平洋的和平要求远东不能再被用作强权政治的棋盘。

马来亚民主同盟秘书林丰美宣称，“美国国内有一些反动分子，他们不能或不愿看到自己所玩的危险游戏。”他说，他很高兴看到在海军陆战队准将埃文斯·卡尔森（退役）——瓜达尔卡纳尔岛和塞班岛英雄——以及著名黑人歌手保罗·罗伯逊的领导下，“撤军”运动正在美国发展壮大。

印度律师V. J. 门迪斯表示，他希望来自“当地人民”的电报呼吁能让美国人民思考自己是否犯了错误。

马来民族主义党的阿卜杜拉·扎瓦伊和作为印度尼西亚发言人出现的古斯博士，均对中国争取和平与民主的斗争表示同情。古斯博士说，毫无疑问，美国的干涉正在延长中国的内战。

新加坡工会顾问S. P. 加勒特先生“以个人和劳工身份”在会上发言。加勒特表示，他支持任何改善普通人事业的运动。——美联社",700,OCR中'Quit Chind'应为'Quit China'；'Federation for ?eace and Democracy in China'根据上下文推断为'Federation for Peace and Democracy in China'；'Hu Yue Tze'为胡愈之；'Lim Hong Bee'为林丰美。,核心文献,92,https://eresources.nlb.gov.sg/newspapers/digitised/article/indiandailymail19461028-1.2.32,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
maltribune19461029-1-maltribune19461029-1.2.61,maltribune19461029-1,1946-10-29,Malaya Tribune,Democrats Have New Formula To End War,民主人士提出结束战争新方案,"（美联社南京28日电）中国民主同盟发言人罗隆基昨日在此间宣布，民盟与青年党的八位代表已拟订一项方案，以结束中国的内战。

他说，一旦蒋介石委员长从台湾返回，第三方调解人将加倍努力，在此方案基础上促成中国和平。

记者被禁止进入民盟长达五小时的会议现场，但此间的政治观察家远非乐观，他们指出，政府和共产党均未显示出丝毫从各自立场退让的迹象。——美联社",174,原文 'Lo Lung-chi' 译为罗隆基；'Youth Party' 译为青年党；'Generalissimo' 译为委员长；'Formosa' 译为台湾。,相关文献,76,https://eresources.nlb.gov.sg/newspapers/digitised/article/maltribune19461029-1.2.61,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
maltribune19461030-1-maltribune19461030-1.2.73,maltribune19461030-1,1946-10-30,Malaya Tribune,China: New Hope,中国：新希望,"南京，10月29日。——据信，由第三方调解人拟定的方案是昨晚委员长蒋介石官邸高级政府官员重要秘密会议的主要议题。

中国民主同盟发言人罗隆基今天表示：“政治解决尚存一线希望。”——美联社",93,原文标题'China: New Hope'译为'中国：新希望'；'third party mediators'译为'第三方调解人'；'Generalissimo'按术语表译为'委员长'；'Democratic League'译为'中国民主同盟'。,核心文献,86,https://eresources.nlb.gov.sg/newspapers/digitised/article/maltribune19461030-1.2.73,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
maltribune19461031-1-maltribune19461031-1.2.94,maltribune19461031-1,1946-10-31,Malaya Tribune,China As-You-Were,中国依旧,"中国依旧
——路透社
南京，10月30日电——中国第三大政党中国民主同盟，已撤回其向政府、共产党以及马歇尔将军提交的停火建议。

民盟发言人罗隆基表示：“我们的停火建议发出后几乎立即发现，双方均不同意其中某些要点。我们感到该建议无法解决症结，因此予以撤回。”——路透社",134,标题 'China As-You-Were' 译为 '中国依旧'，保留原文双关意味。OCR 中 'Chima' 校正为 'China'。,相关文献,76,https://eresources.nlb.gov.sg/newspapers/digitised/article/maltribune19461031-1.2.94,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
morningtribune19461231-1-morningtribune19461231-1.2.37,morningtribune19461231-1,1946-12-31,Morning Tribune,MINORITY PARTIES,少数政党,"南京：12月29日电。据中国报纸报道，中国民主同盟——抵制最近国民大会的少数政党之一——发言人罗隆基博士宣布，该党决定不参与即将进行的政府改组。

罗隆基博士还表示，他未与来沪与民主社会党主席张君劢商议政府改组事宜的国大综合协商会秘书长雷震先生接触。——路透社",130,原文OCR有误，如'Party'应为'Party'，'Inter-Party Political Consultation Conference'译为'国大综合协商会'，'Democratic Socialist Party'译为'民主社会党'。,核心文献,86,https://eresources.nlb.gov.sg/newspapers/digitised/article/morningtribune19461231-1.2.37,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
